timestamp_ms,frametime_ms,fps
1757230067373,8.830,113.25
1757230067381,7.859,127.24
1757230067389,9.351,106.94
1757230067398,8.204,121.90
1757230067406,8.262,121.04
1757230067414,8.345,119.84
1757230067423,8.491,117.77
1757230067431,8.337,119.94
1757230067440,8.148,122.72
1757230067448,8.330,120.05
1757230067456,8.335,119.97
1757230067465,9.168,109.08
1757230067473,8.129,123.02
1757230067482,9.245,108.16
1757230067491,8.266,120.98
1757230067499,8.378,119.36
1757230067509,9.451,105.81
1757230067518,9.077,110.16
1757230067525,7.648,130.76
1757230067534,8.338,119.94
1757230067542,8.351,119.74
1757230067549,8.315,120.26
1757230067559,8.765,114.09
1757230067568,8.518,117.40
1757230067576,9.061,110.37
1757230067585,8.364,119.56
1757230067595,9.518,105.06
1757230067602,7.922,126.23
1757230067611,8.493,117.75
1757230067620,8.947,111.77
1757230067628,7.954,125.72
1757230067636,8.224,121.60
1757230067644,8.219,121.67
1757230067653,8.505,117.58
1757230067662,8.402,119.02
1757230067669,8.822,113.35
1757230067678,7.837,127.61
1757230067686,8.302,120.46
1757230067695,8.818,113.40
1757230067704,8.305,120.41
1757230067713,9.285,107.71
1757230067721,8.779,113.91
1757230067729,7.931,126.09
1757230067738,8.367,119.52
1757230067746,8.340,119.91
1757230067754,8.361,119.60
1757230067763,8.350,119.77
1757230067772,8.725,114.62
1757230067779,7.928,126.13
1757230067788,9.102,109.86
1757230067796,8.163,122.50
1757230067805,8.761,114.14
1757230067814,8.356,119.67
1757230067823,8.512,117.48
1757230067831,8.673,115.30
1757230067840,8.326,120.11
1757230067848,8.695,115.01
1757230067856,8.339,119.92
1757230067866,9.183,108.90
1757230067874,8.553,116.92
1757230067882,8.316,120.26
1757230067891,8.696,115.00
1757230067899,8.220,121.66
1757230067908,9.103,109.85
1757230067917,8.728,114.57
1757230067925,8.109,123.33
1757230067934,8.352,119.73
1757230067942,8.385,119.27
1757230067950,8.278,120.80
1757230067959,8.787,113.80
1757230067968,9.176,108.98
1757230067976,8.415,118.83
1757230067985,8.166,122.46
1757230067993,8.236,121.42
1757230068002,9.403,106.35
1757230068011,8.497,117.69
1757230068019,8.098,123.48
1757230068027,8.120,123.15
1757230068036,8.341,119.89
1757230068044,8.404,119.00
1757230068052,8.279,120.79
1757230068061,8.315,120.26
1757230068070,9.203,108.66
1757230068077,7.717,129.59
1757230068086,8.366,119.53
1757230068096,9.734,102.73
1757230068104,7.918,126.29
1757230068112,8.625,115.94
1757230068121,8.900,112.36
1757230068129,7.785,128.45
1757230068137,8.305,120.41
1757230068145,8.419,118.77
1757230068154,8.251,121.20
1757230068162,8.330,120.05
1757230068172,9.320,107.29
1757230068179,7.911,126.40
1757230068187,8.332,120.02
1757230068196,8.402,119.02
1757230068205,9.830,101.73
1757230068214,8.038,124.42
1757230068223,8.556,116.88
1757230068231,8.636,115.79
1757230068240,8.346,119.83
1757230068248,8.599,116.29
1757230068256,8.319,120.21
1757230068265,8.705,114.88
1757230068273,8.124,123.09
1757230068282,8.366,119.53
1757230068291,9.253,108.08
1757230068299,8.502,117.62
1757230068308,8.980,111.36
1757230068317,8.477,117.97
1757230068325,7.978,125.34
1757230068333,8.406,118.97
1757230068341,8.335,119.97
1757230068350,8.312,120.31
1757230068359,8.798,113.67
1757230068367,8.436,118.54
1757230068375,8.138,122.88
1757230068384,8.313,120.29
1757230068392,8.352,119.73
1757230068401,9.396,106.43
1757230068410,8.335,119.97
1757230068418,8.521,117.35
1757230068426,8.149,122.71
1757230068435,9.106,109.82
1757230068443,8.320,120.20
1757230068452,8.459,118.22
1757230068461,8.334,120.00
1757230068469,8.506,117.57
1757230068477,8.188,122.12
1757230068485,8.306,120.39
1757230068494,8.335,119.97
1757230068503,8.498,117.67
1757230068511,8.315,120.27
1757230068519,8.577,116.59
1757230068529,9.140,109.41
1757230068537,8.334,119.99
1757230068545,8.339,119.92
1757230068553,8.330,120.04
1757230068561,8.371,119.46
1757230068570,8.488,117.81
1757230068578,8.182,122.21
1757230068587,8.303,120.43
1757230068595,8.360,119.61
1757230068605,9.613,104.03
1757230068613,8.144,122.78
1757230068621,8.685,115.14
1757230068629,7.693,129.98
1757230068637,8.309,120.35
1757230068646,8.337,119.95
1757230068654,8.351,119.75
1757230068662,8.326,120.11
1757230068671,8.610,116.14
1757230068679,8.064,124.00
1757230068687,8.327,120.09
1757230068696,8.529,117.24
1757230068706,9.815,101.89
1757230068714,7.960,125.63
1757230068723,8.526,117.29
1757230068731,8.106,123.36
1757230068739,8.610,116.15
1757230068747,8.161,122.53
1757230068756,8.243,121.31
1757230068764,8.323,120.15
1757230068772,8.516,117.43
1757230068781,8.163,122.50
1757230068789,8.540,117.09
1757230068797,8.128,123.03
1757230068806,9.128,109.56
1757230068816,9.338,107.09
1757230068823,7.965,125.55
1757230068832,8.343,119.87
1757230068840,8.520,117.37
1757230068849,8.250,121.21
1757230068857,8.280,120.77
1757230068865,8.549,116.98
1757230068874,8.162,122.52
1757230068882,8.308,120.36
1757230068890,8.573,116.64
1757230068899,8.168,122.42
1757230068907,8.591,116.41
1757230068916,8.894,112.43
1757230068925,8.865,112.80
1757230068933,8.313,120.30
1757230068941,8.326,120.11
1757230068950,8.397,119.09
1757230068959,9.367,106.76
1757230068968,8.262,121.03
1757230068975,8.183,122.21
1757230068984,8.325,120.12
1757230068993,8.336,119.96
1757230069001,8.610,116.14
1757230069009,8.120,123.15
1757230069018,8.618,116.04
1757230069026,8.073,123.87
1757230069035,9.180,108.94
1757230069044,8.343,119.86
1757230069052,8.706,114.87
1757230069060,7.955,125.70
1757230069069,9.183,108.89
1757230069077,8.214,121.75
1757230069086,8.515,117.45
1757230069096,9.471,105.59
1757230069103,7.903,126.53
1757230069113,9.187,108.85
1757230069121,8.873,112.70
1757230069130,8.144,122.79
1757230069138,8.233,121.47
1757230069146,8.362,119.60
1757230069154,8.321,120.18
1757230069164,8.570,116.69
1757230069171,8.524,117.32
1757230069179,7.922,126.22
1757230069188,8.336,119.96
1757230069196,8.333,120.01
1757230069204,8.315,120.26
1757230069213,8.344,119.84
1757230069222,8.611,116.14
1757230069232,9.749,102.58
1757230069239,8.279,120.79
1757230069248,8.276,120.84
1757230069256,8.435,118.56
1757230069264,8.242,121.33
1757230069274,8.851,112.98
1757230069281,7.990,125.15
1757230069289,8.317,120.24
1757230069298,8.509,117.52
1757230069306,8.354,119.70
1757230069315,8.692,115.05
1757230069324,8.471,118.05
1757230069332,8.338,119.94
1757230069341,9.246,108.15
1757230069349,8.122,123.13
1757230069358,8.320,120.20
1757230069366,8.520,117.37
1757230069374,8.246,121.28
1757230069383,8.468,118.09
1757230069391,8.323,120.15
1757230069399,8.403,119.01
1757230069408,8.317,120.24
1757230069417,8.521,117.36
1757230069425,8.793,113.73
1757230069434,9.004,111.06
1757230069443,8.271,120.91
1757230069451,8.615,116.08
1757230069459,8.323,120.15
1757230069468,8.958,111.63
1757230069476,7.715,129.61
1757230069484,8.349,119.78
1757230069493,8.500,117.65
1757230069501,8.365,119.55
1757230069511,9.129,109.55
1757230069519,8.237,121.41
1757230069527,8.103,123.42
1757230069535,8.334,119.99
1757230069544,9.130,109.53
1757230069553,8.123,123.11
1757230069561,8.471,118.05
1757230069569,9.005,111.05
1757230069578,7.879,126.92
1757230069586,8.332,120.02
1757230069595,8.343,119.86
1757230069603,8.351,119.75
1757230069611,8.319,120.21
1757230069620,8.919,112.12
1757230069628,7.749,129.05
1757230069636,8.331,120.04
1757230069645,9.336,107.11
1757230069654,8.725,114.61
1757230069662,8.023,124.64
1757230069672,9.490,105.38
1757230069680,7.585,131.85
1757230069688,8.329,120.06
1757230069696,8.372,119.45
1757230069706,9.547,104.74
1757230069715,9.227,108.38
1757230069723,8.158,122.57
1757230069731,8.320,120.20
1757230069740,8.292,120.60
1757230069748,8.295,120.55
1757230069756,8.494,117.73
1757230069765,8.885,112.54
1757230069773,7.786,128.43
1757230069782,8.839,113.14
1757230069790,8.455,118.27
1757230069799,8.957,111.65
1757230069808,9.003,111.08
1757230069817,8.361,119.60
1757230069825,8.610,116.14
1757230069834,9.047,110.54
1757230069843,8.350,119.76
1757230069851,8.107,123.35
1757230069859,8.670,115.35
1757230069868,8.462,118.17
1757230069877,8.977,111.39
1757230069885,8.682,115.18
1757230069894,8.424,118.70
1757230069902,8.341,119.89
1757230069911,8.333,120.00
1757230069920,8.963,111.57
1757230069928,8.112,123.28
1757230069936,8.241,121.34
1757230069944,8.431,118.61
1757230069952,8.211,121.78
1757230069961,8.728,114.58
1757230069971,9.427,106.08
1757230069979,7.966,125.53
1757230069987,8.688,115.11
1757230069995,8.375,119.40
1757230070004,8.398,119.08
1757230070013,8.308,120.37
1757230070022,8.997,111.14
1757230070030,8.487,117.82
1757230070038,8.374,119.41
1757230070047,8.305,120.42
1757230070055,8.336,119.97
1757230070065,9.875,101.27
1757230070073,8.028,124.57
1757230070081,8.520,117.37
1757230070090,8.953,111.69
1757230070099,8.505,117.58
1757230070107,8.202,121.93
1757230070116,8.917,112.15
1757230070124,7.883,126.86
1757230070132,8.307,120.38
1757230070141,9.436,105.98
1757230070149,7.756,128.93
1757230070158,8.316,120.25
1757230070166,8.527,117.28
1757230070174,8.160,122.56
1757230070183,8.542,117.06
1757230070191,8.330,120.05
1757230070199,8.259,121.08
1757230070208,8.530,117.23
1757230070216,8.142,122.82
1757230070225,8.577,116.59
1757230070233,8.131,122.98
1757230070244,11.489,87.04
1757230070251,6.055,165.15
1757230070259,9.226,108.39
1757230070266,6.899,144.95
1757230070275,9.152,109.27
1757230070284,8.127,123.05
1757230070294,9.910,100.91
1757230070302,7.642,130.85
1757230070309,8.180,122.25
1757230070319,9.300,107.53
1757230070326,7.902,126.56
1757230070336,9.626,103.88
1757230070345,8.765,114.10
1757230070352,6.943,144.03
1757230070361,9.124,109.60
1757230070369,8.361,119.61
1757230070378,8.314,120.28
1757230070387,8.826,113.30
1757230070396,9.457,105.74
1757230070403,7.191,139.05
1757230070413,9.268,107.89
1757230070421,7.875,126.98
1757230070429,8.724,114.62
1757230070438,8.463,118.16
1757230070447,8.958,111.64
1757230070453,7.327,136.48
1757230070462,8.383,119.29
1757230070471,8.606,116.20
1757230070480,9.177,108.97
1757230070488,8.522,117.34
1757230070497,8.944,111.81
1757230070505,7.854,127.33
1757230070514,8.340,119.91
1757230070522,8.319,120.21
1757230070531,8.496,117.70
1757230070539,8.418,118.80
1757230070549,9.836,101.67
1757230070557,8.245,121.28
1757230070566,8.918,112.13
1757230070575,8.429,118.64
1757230070583,8.230,121.51
1757230070591,9.263,107.96
1757230070599,7.510,133.15
1757230070608,8.340,119.90
1757230070616,8.345,119.84
1757230070624,8.416,118.83
1757230070633,8.240,121.36
1757230070643,9.482,105.46
1757230070649,7.185,139.17
1757230070658,8.333,120.00
1757230070666,8.375,119.40
1757230070674,8.384,119.28
1757230070683,8.287,120.67
1757230070692,9.098,109.91
1757230070702,9.457,105.75
1757230070709,8.429,118.64
1757230070718,8.033,124.49
1757230070726,8.348,119.79
1757230070736,9.225,108.40
1757230070743,8.817,113.42
1757230070751,7.533,132.74
1757230070761,9.006,111.04
1757230070769,9.047,110.53
1757230070778,8.156,122.61
1757230070786,8.429,118.63
1757230070796,9.850,101.52
1757230070804,7.503,133.29
1757230070812,8.329,120.06
1757230070821,9.118,109.68
1757230070829,8.457,118.25
1757230070838,8.840,113.12
1757230070848,9.179,108.95
1757230070855,7.496,133.40
1757230070864,8.338,119.93
1757230070872,8.733,114.51
1757230070882,9.195,108.76
1757230070890,8.076,123.83
1757230070899,9.094,109.97
1757230070906,7.573,132.04
1757230070915,8.548,116.99
1757230070922,8.143,122.81
1757230070931,8.329,120.06
1757230070940,8.434,118.57
1757230070949,9.234,108.30
1757230070956,7.323,136.56
1757230070964,8.317,120.23
1757230070973,8.423,118.72
1757230070981,8.592,116.38
1757230070990,8.302,120.45
1757230070999,9.181,108.92
1757230071006,7.509,133.17
1757230071015,9.100,109.89
1757230071024,8.830,113.26
1757230071033,7.896,126.65
1757230071042,9.723,102.85
1757230071049,7.420,134.77
1757230071058,8.347,119.81
1757230071066,8.312,120.30
1757230071075,8.973,111.44
1757230071084,8.320,120.19
1757230071092,9.032,110.72
1757230071101,8.058,124.11
1757230071109,8.814,113.45
1757230071118,9.094,109.97
1757230071127,8.264,121.00
1757230071135,8.324,120.14
1757230071145,9.747,102.60
1757230071153,7.465,133.97
1757230071162,9.183,108.90
1757230071169,7.885,126.83
1757230071178,8.364,119.56
1757230071186,8.308,120.36
1757230071195,9.152,109.26
1757230071203,7.505,133.25
1757230071212,8.946,111.78
1757230071220,8.140,122.86
1757230071229,8.926,112.03
1757230071238,8.801,113.62
1757230071247,9.247,108.14
1757230071254,7.157,139.72
1757230071262,8.312,120.30
1757230071271,8.694,115.02
1757230071279,8.038,124.41
1757230071287,8.526,117.28
1757230071296,8.982,111.33
1757230071303,7.580,131.92
1757230071312,8.590,116.41
1757230071321,8.664,115.42
1757230071330,8.392,119.17
1757230071338,8.104,123.40
1757230071347,9.323,107.26
1757230071355,7.990,125.16
1757230071364,8.332,120.01
1757230071371,8.457,118.25
1757230071380,8.372,119.44
1757230071389,8.258,121.10
1757230071398,9.123,109.62
1757230071405,7.660,130.55
1757230071413,8.211,121.79
1757230071422,8.735,114.48
1757230071431,9.058,110.40
1757230071440,8.344,119.85
1757230071449,9.090,110.01
1757230071456,7.482,133.66
1757230071465,9.221,108.45
1757230071474,9.019,110.88
1757230071483,7.735,129.29
1757230071490,8.302,120.45
1757230071499,9.595,104.22
1757230071507,7.407,135.01
1757230071516,8.378,119.36
1757230071525,8.632,115.85
1757230071533,8.050,124.22
1757230071541,9.361,106.82
1757230071550,7.604,131.50
1757230071558,8.282,120.74
1757230071566,8.406,118.97
1757230071576,9.388,106.52
1757230071584,8.029,124.55
1757230071594,10.384,96.30
1757230071601,6.608,151.34
1757230071609,8.349,119.77
1757230071617,8.292,120.60
1757230071626,8.491,117.77
1757230071634,8.288,120.66
1757230071643,9.105,109.83
1757230071651,7.552,132.41
1757230071659,8.362,119.59
1757230071667,8.381,119.32
1757230071676,8.924,112.05
1757230071684,7.936,126.00
1757230071693,9.059,110.39
1757230071701,7.503,133.29
1757230071710,8.745,114.35
1757230071718,8.678,115.24
1757230071727,8.491,117.77
1757230071736,8.879,112.62
1757230071744,8.835,113.18
1757230071752,7.440,134.42
1757230071760,8.346,119.82
1757230071769,8.317,120.24
1757230071776,8.468,118.09
1757230071785,8.402,119.01
1757230071794,8.956,111.65
1757230071802,7.575,132.02
1757230071811,9.166,109.09
1757230071819,8.325,120.12
1757230071829,9.541,104.82
1757230071837,7.932,126.08
1757230071846,9.434,106.00
1757230071854,7.490,133.51
1757230071862,8.330,120.05
1757230071871,9.116,109.70
1757230071880,8.229,121.53
1757230071888,8.288,120.65
1757230071897,9.180,108.94
1757230071905,7.459,134.08
1757230071913,8.371,119.46
1757230071921,8.330,120.05
1757230071930,8.562,116.80
1757230071938,8.201,121.94
1757230071947,9.087,110.05
1757230071955,7.613,131.36
1757230071963,8.224,121.59
1757230071971,8.335,119.98
1757230071980,8.399,119.07
1757230071988,8.262,121.04
1757230071997,9.182,108.90
1757230072005,7.599,131.59
1757230072013,8.259,121.08
1757230072021,8.659,115.48
1757230072030,8.405,118.98
1757230072038,8.178,122.27
1757230072047,9.156,109.21
1757230072055,7.522,132.94
1757230072063,8.294,120.57
1757230072072,8.468,118.09
1757230072080,8.295,120.56
1757230072089,9.209,108.59
1757230072098,9.177,108.97
1757230072106,7.495,133.42
1757230072114,8.338,119.94
1757230072122,8.329,120.07
1757230072131,8.732,114.52
1757230072139,7.948,125.82
1757230072149,9.518,105.06
1757230072156,7.296,137.07
1757230072164,8.223,121.62
1757230072172,8.423,118.72
1757230072181,9.055,110.44
1757230072190,8.216,121.71
1757230072199,9.079,110.14
1757230072206,7.499,133.35
1757230072215,8.540,117.09
1757230072223,8.158,122.58
1757230072232,8.772,114.00
1757230072239,7.877,126.96
1757230072249,9.212,108.56
1757230072257,7.906,126.48
1757230072266,8.723,114.64
1757230072275,9.146,109.34
1757230072282,7.899,126.59
1757230072292,9.071,110.24
1757230072299,7.641,130.87
1757230072308,9.101,109.88
1757230072317,8.330,120.06
1757230072326,9.130,109.53
1757230072334,8.047,124.28
1757230072344,9.695,103.15
1757230072351,7.106,140.73
1757230072359,8.796,113.68
1757230072368,8.327,120.09
1757230072376,8.419,118.77
1757230072384,8.279,120.79
1757230072394,9.155,109.23
1757230072402,7.651,130.70
1757230072410,8.612,116.12
1757230072419,8.657,115.51
1757230072427,8.100,123.45
1757230072435,8.333,120.01
1757230072444,9.090,110.01
1757230072452,7.538,132.66
1757230072459,8.316,120.25
1757230072468,8.464,118.15
1757230072476,8.439,118.49
1757230072485,8.332,120.03
1757230072494,9.063,110.34
1757230072502,7.742,129.17
1757230072512,9.218,108.49
1757230072519,8.307,120.38
1757230072528,8.391,119.17
1757230072536,8.510,117.51
1757230072545,9.242,108.20
1757230072553,7.519,132.99
1757230072561,8.479,117.94
1757230072570,8.421,118.75
1757230072578,8.375,119.40
1757230072586,8.231,121.49
1757230072596,9.659,103.53
1757230072604,7.544,132.55
1757230072612,8.333,120.00
1757230072621,8.889,112.50
1757230072631,9.403,106.35
1757230072638,7.865,127.14
1757230072648,9.276,107.81
1757230072655,7.704,129.80
1757230072664,8.899,112.37
1757230072673,8.335,119.98
1757230072681,8.740,114.42
1757230072690,8.667,115.38
1757230072699,8.963,111.56
1757230072706,7.502,133.29
1757230072715,8.945,111.80
1757230072724,8.551,116.94
1757230072733,8.605,116.21
1757230072742,9.511,105.14
1757230072749,7.399,135.15
1757230072758,9.181,108.92
1757230072767,8.277,120.81
1757230072775,8.309,120.35
1757230072784,8.237,121.40
1757230072792,9.169,109.07
1757230072801,7.993,125.11
1757230072808,7.925,126.19
1757230072817,8.250,121.21
1757230072826,8.996,111.16
1757230072834,7.963,125.59
1757230072843,9.233,108.31
1757230072851,8.156,122.61
1757230072859,8.123,123.10
1757230072867,8.443,118.44
1757230072876,8.378,119.36
1757230072885,8.484,117.87
1757230072893,8.949,111.74
1757230072901,7.780,128.53
1757230072912,10.143,98.60
1757230072919,7.878,126.93
1757230072929,9.671,103.40
1757230072937,7.784,128.47
1757230072946,9.313,107.38
1757230072954,7.446,134.30
1757230072962,8.274,120.86
1757230072970,8.491,117.77
1757230072979,8.648,115.63
1757230072988,8.425,118.70
1757230072997,8.989,111.24
1757230073004,7.626,131.13
1757230073013,8.412,118.87
1757230073021,8.700,114.95
1757230073030,8.402,119.03
1757230073038,8.249,121.23
1757230073047,9.117,109.68
1757230073055,7.653,130.66
1757230073063,8.339,119.93
1757230073072,8.338,119.94
1757230073080,8.452,118.32
1757230073088,8.229,121.52
1757230073097,9.161,109.16
1757230073105,8.413,118.86
1757230073114,8.119,123.17
1757230073122,8.361,119.60
1757230073131,8.685,115.14
1757230073139,8.160,122.55
1757230073148,9.109,109.78
1757230073155,7.392,135.28
1757230073164,8.371,119.46
1757230073172,8.861,112.86
1757230073181,8.105,123.38
1757230073189,8.348,119.78
1757230073198,9.154,109.25
1757230073206,7.441,134.40
1757230073214,8.341,119.88
1757230073222,8.747,114.33
1757230073231,8.581,116.54
1757230073239,8.198,121.99
